#
# Sprite sheet data for Unity.
#
# To import these sprites into your Unity project, download "TexturePackerImporter":
# https://www.codeandweb.com/texturepacker/unity
#
# $TexturePacker:SmartUpdate:62b7917dc235fb088e7a981be1060564:25cffc905da3c69e192ac0793a013af9:ec4a31ee07fa7b0d25cd9e237ae078ea$
#
:format=40300
:texture=arms_600.png
:size=668x1384
:pivotpoints=enabled
:borders=disabled
:alphahandling=ClearTransparentPixels

arms_600-atk_0;146;93;143;167; 0.5034965034965035;3.07185628742515; 0;0;0;0
arms_600-atk_1;1;80;143;180; 0.5034965034965035;2.85; 0;0;0;0
arms_600-atk_2;436;148;143;223; 0.5034965034965035;2.3004484304932733; 0;0;0;0
arms_600-atk_3;291;262;143;1121; 0.5034965034965035;0.4576271186440678; 0;0;0;0
arms_600-atk_4;146;262;143;1121; 0.5034965034965035;0.4576271186440678; 0;0;0;0
arms_600-atk_5;1;262;143;1121; 0.5034965034965035;0.4576271186440678; 0;0;0;0
arms_600-atk_6;436;373;143;1010; 0.5034965034965035;0.5079207920792079; 0;0;0;0
arms_600-atk_8;581;396;81;987; 0.5679012345679012;0.5167173252279635; 0;0;0;0
arms_600-idle^atk_0;1;27;66;51; 0.5;10.058823529411764; 0;0;0;0
arms_600-idle^atk_1;581;230;66;82; 0.5;6.2560975609756095; 0;0;0;0
arms_600-idle^atk_2;581;314;84;80; 0.5;6.4125; 0;0;0;0
arms_600-idle^atk_3;532;43;92;103; 0.5;4.961165048543689; 0;0;0;0
arms_600-idle^atk_4;436;25;94;121; 0.5;4.239669421487603; 0;0;0;0
arms_600-idle^atk_5;291;37;143;110; 0.5034965034965035;4.663636363636364; 0;0;0;0
arms_600-idle^atk_6;291;170;128;90; 0.5;5.7; 0;0;0;0
arms_600-idle_0;1;27;66;51; 0.5;0.5; 0;0;0;0
arms_600-idle_1;223;44;66;47; 0.5;0.5425531914893618; 0;0;0;0
arms_600-idle_2;532;2;66;39; 0.5;0.6538461538461539; 0;0;0;0
arms_600-idle_3;69;32;66;46; 0.5;0.5543478260869565; 0;0;0;0
arms_600-idle_4;1;27;66;51; 0.5;0.5; 0;0;0;0
arms_600-idle_5;155;45;66;46; 0.5;0.5543478260869565; 0;0;0;0
arms_600-idle_6;581;184;66;44; 0.5;0.6022727272727273; 0;0;0;0
arms_600-idle_7;223;44;66;47; 0.5;0.5425531914893618; 0;0;0;0
